Entry	Gene names  (ordered locus )	Gene names  (primary )	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes
P53579	slr0918			Methionine aminopeptidase A (MAP A) (MetAP A) (EC 3.4.11.18) (Peptidase M)	FUNCTION: Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed. {ECO:0000255|HAMAP-Rule:MF_01974}.	CATALYTIC ACTIVITY: Reaction=Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; EC=3.4.11.18; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	protein initiator methionine removal [GO:0070084]				COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};  Note=Binds 2 divalent metal cations per subunit. Has a high-affinity and a low affinity metal-binding site. The true nature of the physiological cofactor is under debate. The enzyme is active with cobalt, zinc, manganese or divalent iron ions. Most likely, methionine aminopeptidases function as mononuclear Fe(2+)-metalloproteases under physiological conditions, and the catalytically relevant metal-binding site has been assigned to the histidine-containing high-affinity site. {ECO:0000255|HAMAP-Rule:MF_01974};	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.	3.4.11.18	253				reviewed	Inferred from homology	UP000001425: Chromosome
P53580	slr0786			Methionine aminopeptidase B (MAP B) (MetAP B) (EC 3.4.11.18) (Peptidase M)	FUNCTION: Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed. {ECO:0000255|HAMAP-Rule:MF_01974}.	CATALYTIC ACTIVITY: Reaction=Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; EC=3.4.11.18; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	protein initiator methionine removal [GO:0070084]				COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};  Note=Binds 2 divalent metal cations per subunit. Has a high-affinity and a low affinity metal-binding site. The true nature of the physiological cofactor is under debate. The enzyme is active with cobalt, zinc, manganese or divalent iron ions. Most likely, methionine aminopeptidases function as mononuclear Fe(2+)-metalloproteases under physiological conditions, and the catalytically relevant metal-binding site has been assigned to the histidine-containing high-affinity site. {ECO:0000255|HAMAP-Rule:MF_01974};	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.	3.4.11.18	274				reviewed	Inferred from homology	UP000001425: Chromosome
P53581	sll0555			Methionine aminopeptidase C (MAP C) (MetAP C) (EC 3.4.11.18) (Peptidase M)	FUNCTION: Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed. {ECO:0000255|HAMAP-Rule:MF_01974}.	CATALYTIC ACTIVITY: Reaction=Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.; EC=3.4.11.18; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	protein initiator methionine removal [GO:0070084]				COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01974}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_01974};  Note=Binds 2 divalent metal cations per subunit. Has a high-affinity and a low affinity metal-binding site. The true nature of the physiological cofactor is under debate. The enzyme is active with cobalt, zinc, manganese or divalent iron ions. Most likely, methionine aminopeptidases function as mononuclear Fe(2+)-metalloproteases under physiological conditions, and the catalytically relevant metal-binding site has been assigned to the histidine-containing high-affinity site. {ECO:0000255|HAMAP-Rule:MF_01974};	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.	3.4.11.18	305				reviewed	Inferred from homology	UP000001425: Chromosome
P74548	slr1455	cysA		Sulfate/thiosulfate import ATP-binding protein CysA (EC 7.3.2.3) (Sulfate-transporting ATPase)	FUNCTION: Part of the ABC transporter complex CysAWTP involved in sulfate/thiosulfate import. Responsible for energy coupling to the transport system. {ECO:0000255|HAMAP-Rule:MF_01701}.	CATALYTIC ACTIVITY: Reaction=ATP + H2O + sulfate(out) = ADP + H(+) + phosphate + sulfate(in); Xref=Rhea:RHEA:10192, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16189, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=7.3.2.3; Evidence={ECO:0000255|HAMAP-Rule:MF_01701}; CATALYTIC ACTIVITY: Reaction=ATP + H2O + thiosulfate(out) = ADP + H(+) + phosphate + thiosulfate(in); Xref=Rhea:RHEA:29871, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33542, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=7.3.2.3; Evidence={ECO:0000255|HAMAP-Rule:MF_01701};	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type sulfate transporter activity [GO:0015419]; ABC-type thiosulfate transporter activity [GO:0102025]; ATP binding [GO:0005524]; sulfate transport [GO:0008272]	ABC-type sulfate transporter activity [GO:0015419]; ABC-type thiosulfate transporter activity [GO:0102025]; ATP binding [GO:0005524]	sulfate transport [GO:0008272]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01701}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01701}.			SUBUNIT: The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP). {ECO:0000255|HAMAP-Rule:MF_01701}.	7.3.2.3	355				reviewed	Inferred from homology	UP000001425: Chromosome
P73245	sll1917	hemW		Heme chaperone HemW (Oxygen-independent coproporphyrinogen-III oxidase-like protein sll1917)	FUNCTION: Probably acts as a heme chaperone, transferring heme to an unknown acceptor. Binds one molecule of heme per monomer, possibly covalently (By similarity). Binds 1 [2Fe-2S] cluster. Although this protein has sequence motifs typically found in proteins binding the [4Fe-4S]-AdoMet radical-SAM cluster and S-adenosylmethionine, spectroscopic evidence suggests that a [2Fe-2S] cluster is present; S-adenosylmethionine was not detected. Has no detectable coproporphyrinogen-III oxidase activity (PubMed:20194361). {ECO:0000250|UniProtKB:P32131, ECO:0000269|PubMed:20194361}.		cytoplasm [GO:0005737]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]	2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]	porphyrin-containing compound biosynthetic process [GO:0006779]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9CGF7}.		COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|PROSITE-ProRule:PRU01266}; 			412			MISCELLANEOUS: Might carry two S-adenosyl-L-methionine binding sites with only one binding to the iron-sulfur cluster. {ECO:0000250|UniProtKB:P32131}.	reviewed	Evidence at protein level	UP000001425: Chromosome
P28463	slr1808	hemA		Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	FUNCTION: Catalyzes the NADPH-dependent reduction of glutamyl-tRNA(Glu) to glutamate 1-semialdehyde (GSA). {ECO:0000305|PubMed:1569081}.	CATALYTIC ACTIVITY: Reaction=(S)-4-amino-5-oxopentanoate + NADP(+) + tRNA(Glu) = H(+) + L-glutamyl-tRNA(Glu) + NADPH; Xref=Rhea:RHEA:12344, Rhea:RHEA-COMP:9663, Rhea:RHEA-COMP:9680, ChEBI:CHEBI:15378, ChEBI:CHEBI:57501, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:78442, ChEBI:CHEBI:78520; EC=1.2.1.70; Evidence={ECO:0000255|HAMAP-Rule:MF_00087};	glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]; chlorophyll biosynthetic process [GO:0015995]; protoporphyrinogen IX biosynthetic process [GO:0006782]	glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]	chlorophyll biosynthetic process [GO:0015995]; protoporphyrinogen IX biosynthetic process [GO:0006782]			PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; 5-aminolevulinate from L-glutamyl-tRNA(Glu): step 1/2. {ECO:0000255|HAMAP-Rule:MF_00087}.; PATHWAY: Porphyrin-containing compound metabolism; chlorophyll biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00087}.		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00087}.	1.2.1.70	427	ACTIVITY REGULATION: Feedback inhibition by heme.		MISCELLANEOUS: During catalysis, the active site Cys acts as a nucleophile attacking the alpha-carbonyl group of tRNA-bound glutamate with the formation of a thioester intermediate between enzyme and glutamate, and the concomitant release of tRNA(Glu). The thioester intermediate is finally reduced by direct hydride transfer from NADPH, to form the product GSA. {ECO:0000255|HAMAP-Rule:MF_00087}.	reviewed	Inferred from homology	UP000001425: Chromosome
P73940	sll1427	hhoB		Putative serine protease HhoB	FUNCTION: A putative protease, its function overlaps that of the related putative proteases HtrA and HhoA. {ECO:0000269|PubMed:16912048}.		serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]								416				reviewed	Evidence at protein level	UP000001425: Chromosome
P72785	sll1676	malQ		4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme)		CATALYTIC ACTIVITY: Reaction=Transfers a segment of a (1->4)-alpha-D-glucan to a new position in an acceptor, which may be glucose or a (1->4)-alpha-D-glucan.; EC=2.4.1.25;	cytoplasm [GO:0005737]; 4-alpha-glucanotransferase activity [GO:0004134]; beta-maltose 4-alpha-glucanotransferase activity [GO:0102500]	4-alpha-glucanotransferase activity [GO:0004134]; beta-maltose 4-alpha-glucanotransferase activity [GO:0102500]		cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.				2.4.1.25	505				reviewed	Inferred from homology	UP000001425: Chromosome
P23353	sll1747	aroC		Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	FUNCTION: Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system. {ECO:0000255|HAMAP-Rule:MF_00300}.	CATALYTIC ACTIVITY: Reaction=5-O-(1-carboxyvinyl)-3-phosphoshikimate = chorismate + phosphate; Xref=Rhea:RHEA:21020, ChEBI:CHEBI:29748, ChEBI:CHEBI:43474, ChEBI:CHEBI:57701; EC=4.2.3.5; Evidence={ECO:0000255|HAMAP-Rule:MF_00300};	cytosol [GO:0005829]; chorismate synthase activity [GO:0004107]; FMN binding [GO:0010181]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	chorismate synthase activity [GO:0004107]; FMN binding [GO:0010181]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	cytosol [GO:0005829]		PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 7/7. {ECO:0000255|HAMAP-Rule:MF_00300}.	COFACTOR: Name=FMNH2; Xref=ChEBI:CHEBI:57618; Evidence={ECO:0000255|HAMAP-Rule:MF_00300};  Note=Reduced FMN (FMNH(2)). {ECO:0000255|HAMAP-Rule:MF_00300};	SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00300}.	4.2.3.5	362				reviewed	Inferred from homology	UP000001425: Chromosome
P72796	sll1669	aroK		Shikimate kinase (SK) (EC 2.7.1.71)	FUNCTION: Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate. {ECO:0000255|HAMAP-Rule:MF_00109}.	CATALYTIC ACTIVITY: Reaction=ATP + shikimate = 3-phosphoshikimate + ADP + H(+); Xref=Rhea:RHEA:13121, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:36208, ChEBI:CHEBI:145989, ChEBI:CHEBI:456216; EC=2.7.1.71; Evidence={ECO:0000255|HAMAP-Rule:MF_00109};	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; shikimate kinase activity [GO:0004765]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; shikimate kinase activity [GO:0004765]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00109}.	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 5/7. {ECO:0000255|HAMAP-Rule:MF_00109}.	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00109};  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00109};	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00109}.	2.7.1.71	189				reviewed	Inferred from homology	UP000001425: Chromosome
P72940	slr0676	cysC		Probable adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	FUNCTION: Catalyzes the synthesis of activated sulfate.	CATALYTIC ACTIVITY: Reaction=adenosine 5'-phosphosulfate + ATP = 3'-phosphoadenylyl sulfate + ADP + H(+); Xref=Rhea:RHEA:24152, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:58243, ChEBI:CHEBI:58339, ChEBI:CHEBI:456216; EC=2.7.1.25;	adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation via adenylyl sulfate reduction [GO:0010134]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]	adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]	hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]; sulfate assimilation via adenylyl sulfate reduction [GO:0010134]			PATHWAY: Sulfur metabolism; hydrogen sulfide biosynthesis; sulfite from sulfate: step 2/3.			2.7.1.25	177				reviewed	Evidence at protein level	UP000001425: Chromosome
Q55421	sll0830			Elongation factor G-like protein			GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome disassembly [GO:0032790]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	ribosome disassembly [GO:0032790]							669				reviewed	Inferred from homology	UP000001425: Chromosome
P55038	sll1499	gltS		Ferredoxin-dependent glutamate synthase 2 (EC 1.4.7.1) (FD-GOGAT)		CATALYTIC ACTIVITY: Reaction=2 L-glutamate + 2 oxidized [2Fe-2S]-[ferredoxin] = 2-oxoglutarate + 2 H(+) + L-glutamine + 2 reduced [2Fe-2S]-[ferredoxin]; Xref=Rhea:RHEA:12128, Rhea:RHEA-COMP:10000, Rhea:RHEA-COMP:10001, ChEBI:CHEBI:15378, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:58359; EC=1.4.7.1;	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; metal ion binding [GO:0046872]; glutamine metabolic process [GO:0006541]; L-glutamate biosynthetic process [GO:0097054]	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; metal ion binding [GO:0046872]	glutamine metabolic process [GO:0006541]; L-glutamate biosynthetic process [GO:0097054]			PATHWAY: Amino-acid biosynthesis; L-glutamate biosynthesis via GLT pathway; L-glutamate from 2-oxoglutarate and L-glutamine (ferredoxin route): step 1/1.; PATHWAY: Energy metabolism; nitrogen metabolism.	COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137;  Note=Binds 1 [3Fe-4S] cluster.; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; ; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; 		1.4.7.1	1556				reviewed	Evidence at protein level	UP000001425: Chromosome
P74689	slr0452	ilvD		Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	FUNCTION: Functions in the biosynthesis of branched-chain amino acids. Catalyzes the dehydration of (2R,3R)-2,3-dihydroxy-3-methylpentanoate (2,3-dihydroxy-3-methylvalerate) into 2-oxo-3-methylpentanoate (2-oxo-3-methylvalerate) and of (2R)-2,3-dihydroxy-3-methylbutanoate (2,3-dihydroxyisovalerate) into 2-oxo-3-methylbutanoate (2-oxoisovalerate), the penultimate precursor to L-isoleucine and L-valine, respectively. {ECO:0000255|HAMAP-Rule:MF_00012}.	CATALYTIC ACTIVITY: Reaction=(2R)-2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H2O; Xref=Rhea:RHEA:24809, ChEBI:CHEBI:11851, ChEBI:CHEBI:15377, ChEBI:CHEBI:49072; EC=4.2.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:24810; Evidence={ECO:0000255|HAMAP-Rule:MF_00012}; CATALYTIC ACTIVITY: Reaction=(2R,3R)-2,3-dihydroxy-3-methylpentanoate = (S)-3-methyl-2-oxopentanoate + H2O; Xref=Rhea:RHEA:27694, ChEBI:CHEBI:15377, ChEBI:CHEBI:35146, ChEBI:CHEBI:49258; EC=4.2.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:27695; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};	4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]; branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]	branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]			PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};  Note=Binds 1 [2Fe-2S] cluster per subunit. This cluster acts as a Lewis acid cofactor. {ECO:0000255|HAMAP-Rule:MF_00012}; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00012}; 	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00012}.	4.2.1.9	561				reviewed	Evidence at protein level	UP000001425: Chromosome
